Date,Open,High,Low,Close,Volume,Turnover
2015-11-04,17449.0,17449.0,17175.65,17221.05,41020104,13060000000.0
2015-11-05,17166.45,17166.45,16957.35,16995.1,46706567,15166099999.999998
2015-11-06,17003.0,17143.6,16911.6,17086.5,120185655,29014400000.0
2015-11-09,16667.9,17069.0,16587.25,17003.0,80562033,25199100000.0
2015-11-10,16895.2,17047.3,16805.05,16836.0,60864871,16928900000.000002
2015-11-11,16944.7,17016.8,16935.9,16956.0,10972178,3930400000.0
2015-11-13,16829.3,16962.55,16741.8,16932.85,47160823,16557400000.0
2015-11-16,16881.65,17230.5,16855.5,17184.9,50710286,15433000000.0
2015-11-17,17302.55,17302.55,17028.2,17140.45,53695877,16085700000.0
2015-11-18,17108.9,17186.7,16787.55,16812.1,44250311,13421000000.0
2015-11-19,16944.35,17110.35,16874.7,17071.9,42911555,14270000000.0
2015-11-20,17022.7,17262.85,16931.3,17055.6,56529641,18624900000.0
2015-11-23,17120.25,17126.35,16969.35,17060.25,45465543,14305500000.0
2015-11-24,17012.85,17108.4,16964.9,16988.65,39690936,12653599999.999998
2015-11-26,16988.2,17111.45,16972.6,17036.55,74810537,26908000000.0
2015-11-27,17095.2,17403.65,17049.55,17370.95,70130117,20974300000.0
2015-11-30,17336.25,17498.35,17336.25,17430.4,57553672,18612200000.0
2015-12-01,17456.75,17495.45,17353.85,17398.55,40750147,13958300000.0
2015-12-02,17457.15,17470.85,17164.0,17218.5,40854274,12631800000.0
2015-12-03,17137.8,17219.0,17080.25,17110.1,41691597,13238400000.0
2015-12-04,17009.45,17009.45,16880.35,16897.3,47280436,15229800000.0
2015-12-07,17018.0,17031.85,16921.75,16947.0,34913097,11629100000.0
2015-12-08,16888.65,16943.05,16783.65,16801.15,43130595,13405500000.0
2015-12-09,16762.15,16868.6,16626.55,16660.75,41301150,12742400000.0
2015-12-10,16697.2,16745.25,16573.15,16711.05,50821530,16999500000.0
2015-12-11,16751.35,16758.7,16260.1,16342.5,79358482,23866500000.0
2015-12-14,16212.4,16440.85,16205.8,16350.65,60757601,18616000000.0
2015-12-15,16342.35,16425.15,16188.05,16398.65,56408351,17148100000.0
2015-12-16,16464.5,16640.4,16363.9,16579.4,67659792,19851400000.0
2015-12-17,16704.05,16771.8,16544.65,16741.5,72117905,20817300000.0
2015-12-18,16719.45,16737.7,16572.75,16594.3,68363392,20302900000.0
2015-12-21,16593.4,16848.6,16580.65,16825.15,43038799,12560700000.0
2015-12-22,16810.7,16946.1,16704.15,16749.2,55650655,15699600000.0
2015-12-23,16828.35,16913.15,16812.5,16882.5,37200425,10778300000.0
2015-12-24,16926.95,16939.6,16756.9,16811.0,27091752,8072600000.0
2015-12-28,16843.4,17019.0,16843.4,16979.15,41135712,13651000000.0
2015-12-29,16988.3,17045.55,16921.15,16991.45,36299594,11537100000.0
2015-12-30,16997.5,17011.3,16889.05,16917.9,40935766,11015000000.0
2015-12-31,16916.05,16972.25,16896.65,16922.2,59187548,17426600000.0
2016-01-01,16932.5,17067.45,16824.05,17039.25,29215687,8424800000.0
2016-01-04,16966.35,16966.35,16575.45,16599.15,52324127,15415000000.0
2016-01-05,16652.05,16670.2,16474.85,16542.5,53646729,13982800000.0
2016-01-06,16505.45,16614.95,16377.65,16433.15,55221322,14978500000.0
2016-01-07,16256.55,16256.55,16049.75,16073.85,76230933,21237000000.0
2016-01-08,16135.4,16229.0,16104.1,16142.65,53483569,15591400000.000002
2016-01-11,15979.05,16156.8,15840.6,16016.25,67298931,18077900000.0
2016-01-12,16080.4,16080.4,15699.4,15734.8,98499719,23176300000.0
2016-01-13,15835.05,15956.25,15532.25,15871.85,113380181,27884400000.0
2016-01-14,15612.1,15803.2,15453.4,15609.8,81791556,20788800000.0
2016-01-15,15621.85,15650.7,15154.35,15206.3,98894244,23703500000.0
2016-01-18,15165.2,15270.4,14956.95,15020.8,121191177,28586900000.0
2016-01-19,15086.75,15338.2,15086.75,15269.65,85097353,22449400000.0
2016-01-20,15059.5,15533.45,14754.65,14935.5,92651950,23871000000.0
2016-01-21,15132.2,15364.6,14918.15,15101.2,109781594,28687100000.0
2016-01-22,15343.15,15575.65,15274.9,15497.55,87614131,21711300000.0
2016-01-25,15667.0,15682.65,15495.1,15561.15,66198778,18183700000.0
2016-01-27,15648.4,15673.95,15442.2,15534.6,68640342,16202800000.0
2016-01-28,15569.55,15572.2,15349.75,15381.45,85676389,22530600000.0
2016-01-29,15140.15,15554.9,15136.85,15522.4,137127980,39615100000.0
2016-02-01,15547.75,15565.5,15281.35,15314.45,101914265,29315700000.0
2016-02-02,15353.6,15463.45,15018.85,15068.0,117353243,28408400000.0
2016-02-03,14897.4,14947.8,14777.75,14834.05,84639389,21695100000.000004
2016-02-04,14969.2,14978.35,14761.4,14869.15,91114395,23156500000.0
2016-02-05,14928.25,15211.9,14890.9,15162.05,97272505,24865800000.0
2016-02-08,15206.3,15367.9,14960.1,15046.8,89200251,21706500000.0
2016-02-09,14830.4,14964.9,14760.8,14875.1,104650249,21880700000.0
2016-02-10,14740.2,14779.15,14490.2,14588.45,125483478,26718700000.0
2016-02-11,14518.65,14530.8,13969.85,14028.55,177103186,35579500000.0
2016-02-12,14088.6,14154.55,13810.6,13971.5,159082790,38698800000.0
2016-02-15,14120.9,14548.15,14120.5,14445.0,173684225,36230000000.0
2016-02-16,14602.25,14602.25,14136.8,14166.45,122479893,26615700000.0
2016-02-17,14165.25,14186.1,13892.1,14119.85,132908648,27371100000.0
2016-02-18,14301.75,14385.65,14180.9,14298.15,108987470,24025100000.000004
2016-02-19,14243.45,14395.85,14207.35,14344.2,99325491,20161800000.0
2016-02-22,14331.2,14467.15,14322.65,14384.8,68267346,15364000000.0
2016-02-23,14373.3,14373.3,13961.75,14008.35,81430644,19657600000.0
2016-02-24,13873.7,13974.5,13760.25,13794.05,92126868,20314600000.0
2016-02-25,13844.45,13844.45,13519.9,13555.7,107787803,23754400000.0
2016-02-26,13715.1,13889.25,13595.2,13791.45,102344200,21558400000.0
2016-02-29,13818.9,14222.3,13407.25,13946.4,262463001,65382800000.0
2016-03-01,14064.8,14445.7,14064.8,14412.9,99318596,23407800000.000004
2016-03-02,14770.35,15138.7,14767.3,15092.45,176235867,39662900000.0
2016-03-03,15150.05,15206.25,15000.05,15177.75,106177314,26594200000.0
2016-03-04,15243.75,15451.75,15005.5,15339.2,131358681,27553300000.0
2016-03-08,15323.45,15326.65,15066.5,15146.5,93409280,21721200000.0
2016-03-09,15022.35,15331.25,14989.4,15279.05,103166377,25323900000.0
2016-03-10,15347.45,15354.15,15098.5,15180.65,71231660,18425200000.0
2016-03-11,15133.75,15343.55,15024.8,15168.2,76974856,21538800000.0
2016-03-14,15309.05,15416.15,15220.15,15277.8,62568481,16519600000.0
2016-03-15,15310.45,15386.85,15268.1,15326.8,75740344,20084400000.0
2016-03-16,15304.35,15489.5,15178.3,15461.7,80437373,20709600000.0
2016-03-17,15622.3,15704.75,15312.5,15444.0,103772808,28586400000.0
2016-03-18,15485.8,15678.55,15456.2,15654.85,71783060,18960000000.0
2016-03-21,15735.55,15945.8,15735.55,15926.1,73595488,19795700000.0
2016-03-22,15930.45,15967.85,15779.15,15936.0,58606010,16697500000.0
2016-03-23,15884.25,15919.6,15799.95,15887.75,64078807,19821900000.0
2016-03-28,15867.75,15890.7,15522.2,15604.9,83527683,26586900000.0
2016-03-29,15583.1,15774.1,15580.8,15666.25,69537187,18230300000.0
2016-03-30,15829.6,16167.5,15762.2,16134.85,93824682,24615800000.0
2016-03-31,16134.4,16282.75,16062.05,16141.65,161944757,40806100000.0
2016-04-01,16099.65,16235.8,16020.6,16174.9,90417981,21745500000.0
2016-04-04,16236.9,16278.5,16046.5,16190.6,72458835,19125800000.0
2016-04-05,16127.45,16147.15,15659.75,15695.0,125878076,31178700000.0
2016-04-06,15750.15,15768.55,15578.55,15636.95,71126678,18538600000.0
2016-04-07,15668.95,15726.6,15458.05,15530.75,70929338,16451199999.999998
2016-04-08,15519.3,15642.7,15483.05,15568.35,53833509,13961600000.0
2016-04-11,15623.35,15853.85,15440.25,15818.5,72003720,17730100000.0
2016-04-12,15809.1,15958.8,15794.15,15880.2,66751340,16484700000.0
2016-04-13,16087.95,16349.7,16080.55,16278.55,84613287,23622600000.000004
2016-04-18,16328.7,16330.55,16011.9,16222.7,63260117,18466900000.0
2016-04-20,16299.5,16386.35,16160.55,16349.7,85634855,21669100000.0
2016-04-21,16526.55,16769.55,16526.55,16637.15,149128885,36464400000.0
2016-04-22,16641.05,16755.85,16549.1,16703.4,117886991,28358400000.0
2016-04-25,16746.95,16767.9,16605.0,16678.65,80059352,20036000000.0
2016-04-26,16647.75,17029.85,16572.0,17002.55,104748280,30512600000.000004
2016-04-27,16869.35,16995.0,16827.35,16872.95,127303882,45309500000.0
2016-04-28,16885.8,17023.35,16692.7,16716.9,136491989,43430400000.0
2016-04-29,16712.95,16841.3,16527.55,16795.0,138730300,35717900000.0
2016-05-02,16614.0,16674.15,16519.55,16543.0,101321996,24914600000.0
2016-05-03,16570.75,16719.4,16358.4,16388.7,90747922,22218400000.0
2016-05-04,16320.1,16465.6,16250.5,16274.25,114513664,27420300000.000004
2016-05-05,16292.4,16398.25,16193.7,16281.0,90435449,24882300000.0
2016-05-06,16264.45,16346.25,16186.25,16296.6,74991308,17128599999.999998
2016-05-09,16357.0,16712.9,16357.0,16686.1,75762620,23731300000.0
2016-05-10,16710.05,16812.2,16613.9,16784.95,82060322,22636400000.0
2016-05-11,16544.25,16861.95,16518.75,16754.45,110386461,34615000000.0
2016-05-12,16881.25,16962.0,16779.5,16923.7,86110726,24809200000.0
2016-05-13,16891.7,16891.7,16594.55,16716.9,89058321,21558700000.0
2016-05-16,16744.15,16780.05,16431.65,16737.55,126894276,28904100000.0
2016-05-17,16818.4,16903.35,16738.7,16762.75,99004259,27894100000.0
2016-05-18,16671.7,16759.05,16556.6,16728.95,130870012,24303600000.0
2016-05-19,16725.45,16726.15,16535.75,16565.25,87516244,19954000000.0
2016-05-20,16600.8,16623.2,16455.4,16481.45,73956019,15849300000.0
2016-05-23,16560.15,16604.15,16368.0,16407.55,69309872,16184800000.0
2016-05-24,16422.35,16501.05,16368.6,16456.65,60212588,15314400000.0
2016-05-25,16600.65,17025.85,16599.05,16997.45,86513208,21909200000.0
2016-05-26,17037.6,17424.05,16971.35,17359.3,134389985,33682900000.0
2016-05-27,17348.35,17543.3,17327.65,17511.8,163233119,38403100000.0
2016-05-30,17580.85,17666.05,17484.8,17520.65,96747582,23716900000.0
2016-05-31,17615.1,17648.25,17462.2,17620.9,115964022,34916000000.0
2016-06-01,17670.85,17670.85,17392.85,17423.45,99164561,25479400000.0
2016-06-02,17405.15,17596.4,17350.45,17567.8,78335336,22426600000.0
2016-06-03,17657.2,17762.05,17649.05,17680.8,89366456,26705200000.0
2016-06-06,17710.45,17754.15,17636.9,17671.4,81251372,21903300000.0
2016-06-07,17796.55,18000.95,17713.35,17948.15,167578972,41953100000.00001
2016-06-08,17976.25,17995.8,17855.2,17946.8,123360967,28192399999.999996
2016-06-09,17955.8,17986.15,17801.55,17887.7,107528433,24379100000.0
2016-06-10,17830.2,18051.5,17815.25,17828.6,94174779,23924300000.0
2016-06-13,17620.55,17666.55,17527.55,17593.95,72871679,19678800000.0
2016-06-14,17698.95,17719.85,17575.95,17672.4,94796689,20727199999.999996
2016-06-15,17746.05,17943.65,17659.6,17917.9,119252898,27169600000.0
2016-06-16,17827.6,17827.6,17545.8,17671.3,132625249,29178900000.0
2016-06-17,17772.3,17843.15,17590.75,17696.05,91953442,22950700000.0
2016-06-20,17425.8,17779.0,17425.8,17718.6,110665302,25950400000.0
2016-06-21,17761.65,17763.3,17585.65,17619.1,73724929,17605300000.0
2016-06-22,17610.1,17755.25,17518.15,17626.05,68941887,19257800000.0
2016-06-23,17630.8,17907.5,17611.0,17892.45,71430195,20076700000.0
2016-06-24,17213.85,17459.2,16946.35,17426.05,164607648,41158600000.0
2016-06-27,17346.3,17611.2,17346.3,17514.95,89947886,21731700000.0
2016-06-28,17497.0,17626.7,17481.5,17561.55,73838256,18657000000.0
2016-06-29,17643.65,17728.95,17580.5,17689.9,60629596,17432700000.0
2016-06-30,17825.3,17975.05,17795.9,17935.4,118532313,33062800000.000004
2016-07-01,18019.7,18074.95,17955.3,17985.65,69395415,18971600000.0
2016-07-04,18091.75,18146.35,18054.8,18097.65,88028823,20664500000.0
2016-07-05,18122.4,18124.1,17989.6,18004.25,71760436,17298000000.0
2016-07-07,18036.3,18146.55,17997.1,18084.9,66110768,17440200000.0
2016-07-08,18078.05,18079.2,17910.9,18016.25,71384178,17718000000.0
2016-07-11,18268.15,18409.45,18243.3,18390.95,95542728,26835400000.0
2016-07-12,18527.85,18684.45,18464.15,18667.6,119959659,30005700000.0
2016-07-13,18704.9,18711.6,18546.25,18618.95,91794140,26564000000.0
2016-07-14,18633.5,18880.9,18580.2,18863.75,119591064,27088300000.0
2016-07-15,18887.9,19016.1,18772.45,18953.65,98893700,25672800000.000004
2016-07-18,18998.3,19158.0,18885.0,18923.4,89841318,22420500000.0
2016-07-19,18970.15,19030.05,18833.6,18905.15,119764169,28429600000.0
2016-07-20,18896.8,19016.25,18886.3,18968.2,76186713,20367500000.0
2016-07-21,18967.4,19000.3,18644.55,18674.3,82995275,24763800000.0
2016-07-22,18697.8,18735.4,18551.3,18690.4,98151354,22503000000.0
2016-07-25,18594.95,19035.35,18572.1,18989.6,134300249,35007400000.0
2016-07-26,18979.1,19044.45,18814.25,18860.85,108819760,30222399999.999996
2016-07-27,18908.45,19125.0,18882.4,19021.95,102758926,36140300000.0
2016-07-28,19050.4,19126.75,18998.8,19076.55,150822269,39400300000.0
2016-07-29,19047.05,19070.15,18912.6,18953.15,84588124,22662199999.999996
2016-08-01,18896.5,19078.5,18634.4,18740.6,107461841,29135900000.0
2016-08-02,18783.6,18866.55,18671.85,18708.25,93802673,23601400000.0
2016-08-03,18680.95,18775.4,18542.6,18602.0,79648244,22670100000.000004
2016-08-04,18724.9,18724.9,18443.65,18571.7,99891602,25439899999.999996
2016-08-05,18725.2,18943.15,18708.25,18925.95,86194390,24828900000.0
2016-08-08,18986.75,19028.7,18896.0,18939.45,62653821,19238700000.0
2016-08-09,18968.65,19008.15,18838.6,18933.3,80282306,22668300000.0
2016-08-10,18966.85,18985.25,18611.25,18647.8,77578944,21718300000.0
2016-08-11,18621.0,18699.2,18537.1,18640.4,101074835,25238200000.0
2016-08-12,18698.3,18986.8,18695.5,18963.7,198837215,49455400000.0
2016-08-16,19029.1,19062.2,18839.4,19002.15,94800297,28538800000.0
2016-08-17,19044.55,19138.35,18966.35,19041.25,81061925,23496500000.0
2016-08-18,19087.2,19367.45,19083.0,19352.8,81431396,26924000000.0
2016-08-19,19419.0,19457.4,19327.2,19414.7,110378474,30003800000.0
2016-08-22,19432.6,19493.2,19252.75,19330.25,72766030,22603900000.0
2016-08-23,19311.9,19372.65,19246.9,19341.65,75741851,21650900000.0
2016-08-24,19358.7,19392.2,19284.35,19355.6,59389952,18075000000.0
2016-08-25,19383.7,19432.75,19282.8,19304.25,91833496,33198800000.0
2016-08-26,19336.45,19358.0,19133.9,19195.75,62935384,19880300000.0
2016-08-29,19174.45,19247.85,19096.7,19217.0,56151054,20974800000.0
2016-08-30,19306.5,19546.35,19306.5,19531.55,78066462,28623500000.0
2016-08-31,19595.9,19823.4,19595.9,19787.6,227835482,126218500000.0
2016-09-01,19805.8,19928.2,19738.3,19788.85,73412522,23470600000.0
2016-09-02,19830.35,19911.25,19787.6,19883.2,55246832,18273000000.0
2016-09-06,19990.95,20459.45,19990.95,20426.2,102450560,34189100000.0
2016-09-07,20505.8,20575.8,20376.75,20406.9,182174112,50253800000.0
2016-09-08,20439.2,20477.4,20335.2,20417.25,84146556,31339600000.0
2016-09-09,20274.75,20349.7,20139.15,20245.3,99503901,43595100000.0
2016-09-12,19861.45,19861.45,19735.55,19790.6,97967394,34821400000.0
2016-09-14,19757.05,19953.15,19732.15,19909.15,87058786,30046800000.0
2016-09-15,19927.6,19955.4,19730.25,19837.55,68388707,23511100000.0
2016-09-16,19935.85,20227.2,19783.6,19855.45,139007912,53354300000.0
2016-09-19,19892.2,20014.4,19849.65,19906.85,64684600,26816900000.0
2016-09-20,19957.35,19964.3,19797.5,19852.3,55715315,20563100000.0
2016-09-21,19902.7,19937.85,19749.95,19828.45,62251845,21995300000.000004
2016-09-22,20153.1,20264.8,19996.9,20109.6,102577164,32006200000.0
2016-09-23,20136.75,20137.55,19861.45,19901.8,96847196,37806200000.0
2016-09-26,19792.2,19794.15,19568.35,19591.75,73982979,25525700000.0
2016-09-27,19652.95,19696.45,19479.15,19518.7,65845836,22546900000.0
2016-09-28,19542.0,19700.0,19509.65,19653.55,117247682,30740900000.0
2016-09-29,19762.3,19793.2,19059.05,19183.65,239435196,99801900000.0
2016-09-30,19116.0,19330.85,19085.2,19285.7,84247936,25895000000.0
2016-10-03,19395.55,19611.25,19363.95,19589.05,66410113,20333800000.0
2016-10-04,19641.75,19747.45,19527.35,19672.7,113388061,29288000000.0
2016-10-05,19801.3,19816.5,19492.8,19536.85,91727046,25291100000.0
2016-10-06,19518.55,19570.7,19325.8,19395.05,74619781,26862800000.000004
2016-10-07,19398.05,19456.0,19318.0,19400.1,62681646,18787000000.0
2016-10-10,19489.5,19501.45,19351.35,19378.55,40907508,12880500000.0
2016-10-13,19295.55,19295.55,18824.4,18954.25,95148972,29776600000.0
2016-10-14,19016.7,19053.5,18926.15,19020.15,61797883,18076400000.0
2016-10-17,19136.3,19241.75,19002.45,19070.4,123597409,34742600000.0
2016-10-18,19174.7,19511.8,19162.85,19495.05,104276455,33316400000.0
2016-10-19,19570.05,19576.3,19322.75,19412.1,65347496,22270700000.0
2016-10-20,19493.9,19722.85,19479.25,19658.7,97604833,32743300000.0
2016-10-21,19636.4,19744.0,19516.4,19710.9,69230448,23102100000.0
2016-10-24,19763.85,19897.85,19751.65,19807.9,77828035,23758500000.0
2016-10-25,19907.7,19922.7,19711.95,19834.9,90588204,24772100000.0
2016-10-26,19581.7,19725.9,19434.5,19483.6,143827550,46058800000.0
2016-10-27,19452.0,19544.2,19252.1,19514.6,87647894,32761500000.0
2016-10-28,19507.85,19589.7,19362.0,19555.95,68877003,22623600000.0
2016-10-30,19657.8,19666.8,19484.65,19523.55,8938951,2670899999.9999995
2016-11-01,19578.6,19591.65,19417.3,19458.6,61792854,19924700000.0
2016-11-02,19223.5,19296.55,19158.75,19227.9,74364554,25423900000.0
2016-11-03,19201.95,19319.65,19119.3,19178.7,65915418,19074100000.0
2016-11-04,19223.85,19223.9,18961.15,19058.1,76173129,23005800000.0
2016-11-07,19317.85,19378.0,19233.0,19356.0,77290268,21483500000.0
2016-11-08,19490.75,19549.45,19322.15,19500.8,83951456,24339300000.0
2016-11-09,18270.9,19587.8,18143.7,19518.25,169946993,51022299999.99999
2016-11-10,19827.5,20283.15,19787.45,20200.25,212502782,57079600000.0
2016-11-11,20033.85,20309.65,19704.35,19738.8,197925973,53292000000.0
2016-11-15,19808.35,19861.75,19240.45,19289.75,208769377,60183700000.0
2016-11-16,19591.25,19611.9,19088.4,19108.1,134590517,41726800000.0
2016-11-17,19115.9,19328.75,19009.85,19087.85,106724890,30447500000.0
2016-11-18,19180.3,19216.35,18897.1,18959.05,79393592,22720800000.0
2016-11-21,19063.8,19075.95,18351.25,18446.4,135622966,34563900000.0
2016-11-22,18626.7,18650.5,18322.7,18548.65,119912505,33573900000.0
2016-11-23,18660.55,18669.05,18449.7,18540.9,73799835,21424699999.999996
2016-11-24,18476.0,18476.35,18215.8,18256.1,120482500,36625600000.0
2016-11-25,18377.55,18546.35,18266.6,18507.3,81089308,23474400000.0
2016-11-28,18237.2,18471.65,18187.4,18301.45,106884555,30410500000.0
2016-11-29,18308.8,18427.4,18188.7,18223.75,81509358,24544000000.0
2016-11-30,18306.1,18667.85,18262.5,18627.8,89135261,28531300000.0
2016-12-01,18676.75,18713.1,18389.65,18428.45,62882921,19801400000.0
2016-12-02,18329.4,18490.5,18163.8,18247.65,84312899,24556500000.0
2016-12-05,18245.0,18434.25,18189.5,18408.9,45765934,14171600000.0
2016-12-06,18459.7,18499.75,18365.95,18420.9,55031739,15197500000.0
2016-12-07,18515.5,18588.75,17952.6,18234.15,100890980,27381100000.0
2016-12-08,18342.6,18558.75,18336.95,18515.45,55661159,17155000000.0
2016-12-09,18567.95,18739.65,18432.3,18695.8,75645795,21992600000.000004
2016-12-12,18616.05,18616.05,18364.05,18392.95,53579188,15513900000.000002
2016-12-13,18354.1,18492.85,18291.35,18466.05,54727502,16606000000.0
2016-12-14,18480.35,18485.45,18322.9,18341.5,56292640,18829600000.0
2016-12-15,18143.5,18532.0,18122.1,18401.15,82787720,27942900000.0
2016-12-16,18417.9,18428.45,18268.3,18312.8,81868151,30565700000.0
2016-12-19,18258.1,18316.8,18215.5,18257.05,37244360,11743300000.0
2016-12-20,18264.1,18274.9,18009.8,18069.4,53850831,16494500000.0
2016-12-21,18124.6,18167.15,18043.95,18084.5,45881955,14914600000.0
2016-12-22,18027.0,18029.6,17839.75,17891.45,50280389,15216000000.0
2016-12-23,17849.25,17962.3,17819.75,17884.0,53610316,15944000000.0
2016-12-26,17825.5,17860.85,17606.9,17655.55,45887571,13099500000.0
2016-12-27,17677.7,17907.35,17616.1,17879.55,50265645,14571400000.000002
2016-12-28,17929.2,18059.65,17829.15,17876.7,57498370,16921800000.0
2016-12-29,17861.45,18053.3,17829.4,18033.15,83313390,21412300000.0
2016-12-30,18026.35,18245.75,18016.8,18177.2,54349583,15468599999.999998
2017-01-02,18242.3,18249.0,17844.9,17969.6,74444730,18572400000.0
2017-01-03,18002.75,18115.05,17830.95,18035.6,64513818,17693000000.0
2017-01-04,18037.45,18092.85,17868.9,17891.0,50508161,16158500000.0
2017-01-05,18000.75,18164.05,17977.8,18115.95,68874940,22711800000.0
2017-01-06,18168.45,18325.5,18157.3,18264.0,65919927,21745900000.0
2017-01-09,18314.25,18373.1,18256.15,18286.65,42677260,14043800000.000002
2017-01-10,18351.45,18441.15,18275.75,18409.6,59993426,20121800000.0
2017-01-11,18535.35,18889.45,18515.25,18830.0,102842482,34934700000.0
2017-01-12,18885.45,18966.3,18805.85,18873.95,66286062,19825400000.0
2017-01-13,18949.7,18952.25,18781.25,18912.1,55762182,18553000000.0
2017-01-16,18899.7,19134.5,18865.25,19096.45,59319825,17407700000.0
2017-01-17,19128.15,19202.25,18981.85,19067.05,63686033,18626200000.0
2017-01-18,19074.85,19276.5,19072.1,19164.5,56898977,18713800000.0
2017-01-19,19165.35,19185.3,19046.1,19124.25,83679399,24097800000.000004
2017-01-20,18996.6,19071.65,18793.05,18820.8,110140976,38559000000.0
2017-01-23,18762.0,18909.65,18722.85,18842.7,97144867,32324500000.0
2017-01-24,18931.0,19054.3,18906.95,19023.5,81717037,31186200000.0
2017-01-25,19120.05,19518.45,19114.15,19473.2,131028002,46726700000.0
2017-01-27,19588.4,19794.95,19534.9,19708.3,157251635,46547900000.0
2017-01-30,19718.8,19767.05,19561.1,19585.25,71178678,21133700000.0
2017-01-31,19533.2,19624.1,19435.45,19515.15,67343878,23316600000.0
2017-02-01,19522.4,20047.85,19470.95,20020.6,145906975,45498500000.0
2017-02-02,20053.95,20146.9,19915.2,20070.3,116963782,32796400000.0
2017-02-03,20061.9,20229.65,20009.95,20196.8,113714035,30926600000.0
2017-02-06,20307.15,20462.45,20298.05,20371.6,99281709,28538500000.0
2017-02-07,20367.3,20426.95,20281.5,20327.25,109432014,28356000000.0
2017-02-08,20335.25,20362.8,20070.15,20245.4,85902788,26261700000.0
2017-02-09,20312.65,20406.6,20000.35,20151.15,107559620,27632500000.0
2017-02-10,20225.75,20310.0,20167.1,20213.9,117595817,33540800000.0
2017-02-13,20273.65,20308.7,20116.9,20251.8,108967330,31710100000.000004
2017-02-14,20304.5,20314.05,20158.85,20258.1,69832338,21847000000.0
2017-02-15,20282.1,20368.2,20115.85,20163.7,74195087,22642100000.0
2017-02-16,20243.25,20295.55,20088.2,20243.7,81485552,24959000000.0
2017-02-17,20918.45,21042.35,20449.65,20551.35,197061810,173891200000.0
2017-02-20,20494.85,20702.6,20472.4,20677.1,66182208,19000200000.0
2017-02-21,20695.9,20903.35,20619.25,20860.95,74587721,24728700000.0
2017-02-22,20937.6,20958.25,20829.65,20868.45,92261695,32345800000.0
2017-02-23,20887.65,21011.9,20828.4,20876.65,95406666,41170000000.0
2017-02-27,20853.45,20853.45,20584.75,20613.05,60499704,21474800000.0
2017-02-28,20632.85,20681.3,20560.6,20607.25,76658515,19943900000.0
2017-03-01,20698.9,20833.75,20678.75,20783.75,75542256,22215700000.0
2017-03-02,20885.0,20905.0,20516.9,20560.05,81044163,25314800000.0
2017-03-03,20572.85,20580.45,20423.35,20495.6,53179917,15301400000.000002
2017-03-06,20548.95,20727.5,20532.2,20663.65,56093806,17700900000.0
2017-03-07,20685.95,20701.25,20585.95,20627.5,47804156,16725800000.0
2017-03-08,20630.15,20715.2,20534.25,20676.55,63112788,24178600000.0
2017-03-09,20620.55,20780.25,20603.9,20721.35,59782379,20269100000.0
2017-03-10,20825.9,20876.95,20648.8,20727.55,53537238,19647700000.0
2017-03-14,21189.85,21274.45,21059.7,21102.7,98698328,34980100000.0
2017-03-15,21089.4,21216.9,21063.95,21157.9,75243419,23916100000.0
2017-03-16,21237.5,21289.8,21194.25,21249.9,73921069,23101900000.0
2017-03-17,21308.45,21336.05,21127.95,21175.05,92308641,37262300000.0
2017-03-20,21202.55,21202.55,21084.8,21110.25,50376495,18376900000.0
2017-03-21,21110.65,21146.5,20967.0,21019.0,72936344,24819600000.0
2017-03-22,20815.35,20899.0,20753.9,20781.35,83727177,33423100000.0
2017-03-23,20848.75,20934.75,20775.35,20895.5,60387250,23708200000.0
2017-03-24,20987.6,21174.1,20929.15,21122.55,124797100,34693800000.0
2017-03-27,21178.1,21179.2,20979.55,21056.9,97615919,27249600000.0
2017-03-28,21229.0,21264.95,21145.0,21225.4,95258847,30851100000.0
2017-03-29,21291.45,21418.6,21255.75,21391.15,119195883,38227300000.0
2017-03-30,21374.35,21696.0,21331.9,21620.7,111132480,43101000000.0
2017-03-31,21551.85,21574.15,21414.0,21444.15,103206746,30060800000.0
2017-04-03,21539.2,21565.45,21408.6,21547.75,61067763,19066100000.0
2017-04-05,21602.2,21699.3,21499.75,21652.7,84599454,26878800000.0
2017-04-06,21572.7,21674.0,21488.9,21622.95,93689427,30460900000.0
2017-04-07,21536.5,21616.85,21397.0,21431.15,96285404,22491700000.0
2017-04-10,21492.05,21552.1,21396.05,21520.15,57491405,18997500000.0
2017-04-11,21521.45,21753.35,21483.55,21736.15,89433764,25730000000.0
2017-04-12,21735.65,21787.1,21551.75,21666.8,78966353,22622000000.0
2017-04-13,21651.25,21758.85,21627.0,21686.6,71469667,21036800000.0
2017-04-17,21700.5,21743.3,21576.75,21647.6,49031440,16137000000.0
2017-04-18,21706.05,21947.0,21634.15,21671.85,85174794,25190300000.000004
2017-04-19,21674.1,21706.3,21470.2,21556.35,81449296,29822300000.0
2017-04-20,21419.45,21558.85,21396.0,21491.4,100132829,40725800000.0
2017-04-21,21567.5,21614.55,21386.2,21551.45,77253527,31801400000.0
2017-04-24,21591.9,21884.85,21578.65,21857.4,84637572,34268300000.0
2017-04-25,21960.65,22093.25,21900.3,22054.7,88819491,29512500000.0
2017-04-26,22158.65,22276.05,21814.9,22242.85,133893025,34402500000.0
2017-04-27,22274.05,22380.85,22169.8,22326.3,166567366,51215700000.0
2017-04-28,22296.8,22383.0,22182.55,22358.25,167782299,34358700000.0
